First Beyblade Launch Time (s),Second Beyblade Launch Time (s),Battle Start Time (s),First Collision Time (s),Total Collision,Battle End Time (s),Winner,Type of Finish,Battle Duration
1.6666666666666667,3.7666666666666666,3.7666666666666666,9.133333333333333,9.133333333333333,9.4,,broken beyblade,5.633333333333334
